Identity,User,Date,Average of IR Signal Ratio,Sum of IR Signal Ratio,Day of the Week,Month,Weekday/Weekend,Weekin Month,Week in Year,Moving Averages,Maximum Ratios,Minimum Ratios,very_active_minutes,lightly_active_minutes,sedentary_minutes,moderately_active_minutes,Total Active Minutes,Average Active Minutes,Average Calories,Sum of Calories,Percentage calories,Total Calories Per User,Maximum Calories Per User,Minimum Calories Per User,Average Calories Per Day,BPM,Percentage BPM,Average steps,Sum of steps,Average Steps by User,Total Steps by User,Total Steps by Month and User,Steps Category
Urban,U08,02-Jul-23,21,3149,Sunday,July,Weekend,Week 1,Week 26,17,26,12,0,342,532,0,874,218.5,1.04,1502,104%,60419,1856,975,1233,80,80%,9,6158,13,123878,65165,Moderate Activity
Urban,U08,03-Jul-23,17,2272,Monday,July,Weekday,Week 2,Week 27,17,26,12,14,222,754,15,1005,251.25,1.03,1476,103%,60419,1856,975,1233,80,80%,12,8286,13,123878,65165,Moderate Activity
Urban,U08,04-Jul-23,18,3017,Tuesday,July,Weekday,Week 2,Week 27,17,26,12,0,270,667,0,937,234.25,0.97,1401,97%,60419,1856,975,1233,82,82%,6,4043,13,123878,65165,Low Activity
Urban,U08,05-Jul-23,18,3441,Wednesday,July,Weekday,Week 2,Week 27,17,26,12,0,353,520,10,883,220.75,1.1,1582,110%,60419,1856,975,1233,83,83%,11,8891,13,123878,65165,Moderate Activity
Urban,U08,07-Jul-23,19,3329,Friday,July,Weekday,Week 2,Week 27,17,26,12,0,293,552,0,845,211.25,1.03,1480,103%,60419,1856,975,1233,80,80%,11,7330,13,123878,65165,Moderate Activity
Urban,U08,08-Jul-23,23,3738,Saturday,July,Weekend,Week 2,Week 27,17,26,12,0,195,771,9,975,243.75,0.96,1383,96%,60419,1856,975,1233,83,83%,15,6446,13,123878,65165,Moderate Activity
Urban,U09,26-Jun-23,19,5144,Monday,June,Weekday,Week 5,Week 26,17,22,16,0,344,513,6,863,215.75,1.46,2109,146%,87480,3330,1339,1785,69,69%,15,9794,21,267929,83880,Moderate Activity
Urban,U10,18-Jun-23,17,784,Sunday,June,Weekend,Week 3,Week 24,17,21,15,1,147,1152,24,1324,331,1.71,2460,171%,101232,2900,1574,2066,74,74%,13,6625,9,94913,82398,Moderate Activity
Urban,U10,19-Jun-23,17,3879,Monday,June,Weekday,Week 4,Week 25,17,21,15,3,235,707,8,953,238.25,1.69,2439,169%,101232,2900,1574,2066,66,66%,8,4413,9,94913,82398,Low Activity
Urban,U10,20-Jun-23,15,2400,Tuesday,June,Weekday,Week 4,Week 25,17,21,15,36,151,633,71,891,222.75,2.01,2900,201%,101232,2900,1574,2066,76,76%,5,4308,9,94913,82398,Low Activity
Urban,U10,21-Jun-23,17,3299,Wednesday,June,Weekday,Week 4,Week 25,17,21,15,52,168,628,49,897,224.25,2.01,2895,201%,101232,2900,1574,2066,74,74%,9,6441,9,94913,82398,Moderate Activity
Urban,U10,22-Jun-23,17,2728,Thursday,June,Weekday,Week 4,Week 25,17,21,15,2,211,721,7,941,235.25,1.82,2614,182%,101232,2900,1574,2066,75,75%,7,5642,9,94913,82398,Moderate Activity
Urban,U10,23-Jun-23,17,2739,Friday,June,Weekday,Week 4,Week 25,17,21,15,5,262,719,13,999,249.75,1.76,2537,176%,101232,2900,1574,2066,67,67%,11,7255,9,94913,82398,Moderate Activity
Urban,U10,24-Jun-23,17,2549,Saturday,June,Weekend,Week 4,Week 25,17,21,15,0,132,783,0,915,228.75,1.46,2098,146%,101232,2900,1574,2066,62,62%,7,3482,9,94913,82398,Low Activity
Urban,U10,25-Jun-23,16,2995,Sunday,June,Weekend,Week 4,Week 25,17,21,15,9,65,936,1,1011,252.75,1.36,1955,136%,101232,2900,1574,2066,65,65%,8,1856,9,94913,82398,Low Activity
Urban,U10,26-Jun-23,17,3182,Monday,June,Weekday,Week 5,Week 26,17,21,15,4,112,822,14,952,238,1.46,2106,146%,101232,2900,1574,2066,67,67%,7,3618,9,94913,82398,Low Activity
Urban,U10,27-Jun-23,15,2851,Tuesday,June,Weekday,Week 5,Week 26,17,21,15,5,238,708,5,956,239,1.68,2424,168%,101232,2900,1574,2066,69,69%,10,7193,9,94913,82398,Moderate Activity
Urban,U10,29-Jun-23,15,2946,Thursday,June,Weekday,Week 5,Week 26,17,21,15,0,251,699,0,950,237.5,1.68,2419,168%,101232,2900,1574,2066,66,66%,11,6714,9,94913,82398,Moderate Activity
Urban,U10,30-Jun-23,20,3154,Friday,June,Weekday,Week 5,Week 26,17,21,15,0,254,798,0,1052,263,1.71,2462,171%,101232,2900,1574,2066,71,71%,10,6497,9,94913,82398,Moderate Activity
Urban,U10,02-Jul-23,16,3008,Sunday,July,Weekend,Week 1,Week 26,17,21,15,3,263,711,12,989,247.25,1.74,2502,174%,101232,2900,1574,2066,69,69%,11,7513,9,94913,12515,Moderate Activity
Urban,U10,03-Jul-23,17,2521,Monday,July,Weekday,Week 2,Week 27,17,21,15,0,55,1022,0,1077,269.25,1.25,1793,125%,101232,2900,1574,2066,67,67%,3,530,9,94913,12515,Low Activity
Urban,U12,26-Jun-23,12,1421,Monday,June,Weekday,Week 5,Week 26,17,20,12,15,211,832,32,1090,272.5,1.74,2507,174%,86536,3062,1539,1766,77,77%,6,5145,7,42340,40430,Moderate Activity
Urban,U12,28-Jun-23,16,2138,Wednesday,June,Weekday,Week 5,Week 26,17,20,12,3,186,876,31,1096,274,1.69,2436,169%,86536,3062,1539,1766,79,79%,5,4403,7,42340,40430,Low Activity
Urban,U12,29-Jun-23,16,2035,Thursday,June,Weekday,Week 5,Week 26,17,20,12,0,149,796,19,964,241,1.53,2204,153%,86536,3062,1539,1766,77,77%,2,2072,7,42340,40430,Low Activity
Urban,U12,30-Jun-23,16,1977,Friday,June,Weekday,Week 5,Week 26,17,20,12,16,210,785,34,1045,261.25,1.84,2649,184%,86536,3062,1539,1766,84,84%,4,4231,7,42340,40430,Low Activity
Urban,U12,01-Jul-23,14,2340,Saturday,July,Weekend,Week 1,Week 26,17,20,12,0,106,863,9,978,244.5,1.38,1982,138%,86536,3062,1539,1766,74,74%,7,1878,7,42340,1910,Low Activity
Urban,U13,02-Jul-23,17,3564,Sunday,July,Weekend,Week 1,Week 26,17,20,10,10,231,714,22,977,244.25,1.61,2318,161%,89589,2719,1498,1828,72,72%,13,8136,10,94710,55308,Moderate Activity
Urban,U13,03-Jul-23,19,3990,Monday,July,Weekday,Week 2,Week 27,17,20,10,0,210,705,0,915,228.75,1.48,2126,148%,89589,2719,1498,1828,74,74%,7,4622,10,94710,55308,Low Activity
